,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
185,249190190,MAKÓW PODHALAÑSKI,2012,1,31,-9.4,,-22.2,,-17.5,,0.0,8.0,0.0,9.0,,0,8.0
186,249190350,ZAWOJA,2012,1,1,5.1,,-8.2,,-1.6,,-12.7,,0.0,9.0,,12,
187,249190350,ZAWOJA,2012,1,2,11.5,,2.3,,7.6,,1.5,,0.0,9.0,,0,9.0
188,249190350,ZAWOJA,2012,1,3,11.0,,2.8,,5.2,,1.4,,0.0,9.0,,0,9.0
189,249190350,ZAWOJA,2012,1,4,8.5,,1.8,,4.6,,0.0,,13.8,,W,0,9.0
190,249190350,ZAWOJA,2012,1,5,3.1,,-0.7,,1.5,,-1.0,,4.8,,S,0,9.0
191,249190350,ZAWOJA,2012,1,6,3.5,,-0.4,,0.8,,-2.0,,16.4,,S,12,
192,249190350,ZAWOJA,2012,1,7,0.5,,-4.0,,-1.9,,-5.0,,4.9,,S,22,
193,249190350,ZAWOJA,2012,1,8,1.5,,-0.7,,0.2,,-2.0,,9.3,,S,27,
194,249190350,ZAWOJA,2012,1,9,1.5,,-2.4,,-0.8,,-2.4,,1.4,,S,30,
195,249190350,ZAWOJA,2012,1,10,1.5,,-3.2,,-0.3,,-3.2,,12.3,,S,30,
196,249190350,ZAWOJA,2012,1,11,2.5,,-1.2,,0.6,,-1.2,,9.8,,S,32,
197,249190350,ZAWOJA,2012,1,12,5.0,,0.8,,2.8,,-0.5,,4.0,,W,25,
198,249190350,ZAWOJA,2012,1,13,4.5,,-2.7,,-0.1,,-2.7,,23.5,,S,18,
199,249190350,ZAWOJA,2012,1,14,0.0,,-5.0,,-3.1,,-5.0,,9.0,,S,38,
200,249190350,ZAWOJA,2012,1,15,-4.0,,-5.7,,-5.2,,-5.7,,11.3,,S,53,
201,249190350,ZAWOJA,2012,1,16,-4.4,,-9.3,,-7.2,,-12.4,,1.9,,S,73,
202,249190350,ZAWOJA,2012,1,17,-2.9,,-9.7,,-5.7,,-9.7,,0.0,9.0,,78,
203,249190350,ZAWOJA,2012,1,18,-1.0,,-9.8,,-4.1,,-11.0,,0.0,9.0,,56,
204,249190350,ZAWOJA,2012,1,19,3.0,,-5.2,,-0.2,,-7.5,,3.5,,W,38,
205,249190350,ZAWOJA,2012,1,20,4.0,,-1.7,,0.3,,-3.0,,9.0,,S,30,
206,249190350,ZAWOJA,2012,1,21,-0.5,,-3.7,,-1.9,,-3.7,,7.5,,S,36,
207,249190350,ZAWOJA,2012,1,22,1.5,,-1.6,,-0.1,,-2.0,,6.2,,S,55,
208,249190350,ZAWOJA,2012,1,23,1.5,,-2.1,,-0.1,,-3.0,,2.2,,S,58,
209,249190350,ZAWOJA,2012,1,24,1.0,,-3.2,,-1.8,,-3.2,,3.8,,S,63,
210,249190350,ZAWOJA,2012,1,25,-2.5,,-6.7,,-4.7,,-6.7,,1.9,,S,68,
211,249190350,ZAWOJA,2012,1,26,-3.9,,-8.2,,-6.6,,-8.2,,0.0,9.0,,71,
212,249190350,ZAWOJA,2012,1,27,-4.4,,-16.2,,-11.7,,-16.2,,0.0,9.0,,71,
213,249190350,ZAWOJA,2012,1,28,0.5,,-11.2,,-7.8,,-11.2,,0.0,9.0,,60,
214,249190350,ZAWOJA,2012,1,29,-2.9,,-13.2,,-9.8,,-20.2,,0.0,9.0,,45,
215,249190350,ZAWOJA,2012,1,30,-4.4,,-16.7,,-12.8,,-23.2,,0.0,9.0,,45,
216,249190350,ZAWOJA,2012,1,31,-5.9,,-19.8,,-15.1,,-23.2,,0.0,9.0,,45,
217,249190370,RABKA,2012,1,1,3.0,,-8.8,,-3.3,,0.0,8.0,0.0,9.0,,7,
218,249190370,RABKA,2012,1,2,7.8,,1.3,,4.3,,0.0,8.0,2.7,,W,1,
219,249190370,RABKA,2012,1,3,6.3,,0.0,,2.6,,0.0,8.0,0.0,,W,0,9.0
220,249190370,RABKA,2012,1,4,6.1,,0.0,,4.1,,0.0,8.0,0.9,,W,0,9.0
221,249190370,RABKA,2012,1,5,4.0,,1.5,,2.3,,0.0,8.0,1.1,,S,0,9.0
222,249190370,RABKA,2012,1,6,2.2,,0.4,,1.2,,0.0,8.0,6.5,,S,1,
223,249190370,RABKA,2012,1,7,1.0,,-3.0,,-1.0,,0.0,8.0,8.9,,S,6,
224,249190370,RABKA,2012,1,8,1.3,,-0.5,,0.5,,0.0,8.0,8.4,,S,13,
225,249190370,RABKA,2012,1,9,1.0,,-0.5,,0.3,,0.0,8.0,6.1,,S,14,
226,249190370,RABKA,2012,1,10,1.4,,-1.5,,0.1,,0.0,8.0,12.0,,S,15,
227,249190370,RABKA,2012,1,11,2.1,,0.5,,1.3,,0.0,8.0,2.5,,W,17,
228,249190370,RABKA,2012,1,12,5.9,,1.0,,2.9,,0.0,8.0,0.6,,W,15,
229,249190370,RABKA,2012,1,13,3.9,,-2.0,,0.2,,0.0,8.0,10.2,,S,12,
230,249190370,RABKA,2012,1,14,-1.2,,-4.0,,-2.7,,0.0,8.0,4.3,,S,34,
